amount_tweeted,created_at,language,location,primary_geo,screen_name,text_tweet,timestamp,ts,user_id,borough
1.0,Mon Apr 16 20:01:17 +0000 2018,en,London,"Kensington, London, United Kingdom",seckerson,Always a joy to hear The supremely gifted Pavel Kolesnikov @pkkolesnikov but what on earth was he doing https://t.co/QxYO2Fo6sl,1523908877550,,73110696.0,Kensington and Chelsea
1.0,Mon Apr 16 20:01:18 +0000 2018,en,"London, England","51.50711486, -0.12731805",WAY_OF_YAW,Thank you @motd_cosmetics for such amazing vegan &amp; cruelty free brushes. So soft &amp; easy to https://t.co/56ataYwsYj,1523908878770,,3367695484.0,Westminster
1.0,Mon Apr 16 20:01:31 +0000 2018,en,,"Wandsworth, London, United Kingdom",duhnkirk,"when I ask for a snack he provide a full course meal 

 https://t.co/5wrlFFllNK",1523908891431,,3373031038.0,Wandsworth
1.0,Mon Apr 16 20:01:38 +0000 2018,es,"New York, USA","Paddington, London, United Kingdom",andres_jaime,Habría que comparar con la digitalización que se está dando en la India. No me parece nada descabellado... https://t.co/RQQsN5CX9B,1523908898069,,134544953.0,Westminster
1.0,Mon Apr 16 20:01:38 +0000 2018,en,"London, United Kingdom","Hackney, London, United Kingdom",Nico_Macdonald,"Creativity, economics, urbanism, and public policy: whats not to like?! Speakers in @IIPP_UCL series include Richa https://t.co/UqP5HwHQWI",1523908898573,,21723.0,Hackney
2.0,Mon Apr 16 20:01:45 +0000 2018,en,"Enfield, London","Enfield, London, United Kingdom",philskyross1962,@BurgessSculptor @TimHowellX No bloody way. Staggering !,1523908905868,,190755733.0,Enfield
2.0,Mon Apr 16 20:01:47 +0000 2018,und,,"Stratford, London, United Kingdom",davidpeter227,https://t.co/KvIfKeLCNV,1523908907220,,2742071734.0,Newham
1.0,Mon Apr 16 20:01:55 +0000 2018,en,Out Here,"Hackney, London, United Kingdom",RayFiasco,My colourist is so so greeeeeeezy this next video is looking ???,1523908915539,,260521052.0,Hackney
1.0,Mon Apr 16 20:01:58 +0000 2018,en,Finsbury Park/Crouch End,"51.58054666, -0.12153628",melissapower2,"New class announcement! 

MPowered signature class: ATLAS at the fabulous @earlhaighall in https://t.co/5ASKpD71Kn",1523908918824,,35214352.0,Haringey
1.0,Mon Apr 16 20:02:00 +0000 2018,en,London,"Richmond, London, United Kingdom",StevenGeorgia,Watching two of my favourite people @ITV #CommonwealthCanopy,1523908920196,,15286352.0,Richmond upon Thames
1.0,Mon Apr 16 20:02:02 +0000 2018,und,london/england,"Tottenham, London, United Kingdom",alvingargamel,@MirrorFootball ?,1523908922044,,442547795.0,Haringey
1.0,Mon Apr 16 20:02:05 +0000 2018,en,"London, England","Greenwich, London, United Kingdom",Amandabn1,@cejhoney @ArchLadies It all moves in mysterious ways...,1523908925045,,469216620.0,Greenwich
3.0,Mon Apr 16 20:02:08 +0000 2018,en,"Here, there and everywhere","Brent, London, United Kingdom",lorrainemking,"Got home to find my daughter has left the big window in the lounge open all day to air the room.
Its ok for her https://t.co/nyUIMmwIfm",1523908928304,,283025603.0,Brent
1.0,Mon Apr 16 20:02:12 +0000 2018,en,,"Lambeth, London, United Kingdom",Londonkiltmake1,@omid9 Theres going to  be a good time at the SODRA TEATEREN on may 2. Find the right dot com at Omid Djalilis https://t.co/v1ul3HfbYq,1523908932290,,7.571554369865277e+17,Lambeth
3.0,Mon Apr 16 20:02:26 +0000 2018,en,"Danvers, MA","Camden Town, London, United Kingdom",Only_OnMyOwn,@bwaykendall Dang I just saw this! But I definitely want to still be connected :),1523908946416,,35374398.0,Camden
1.0,Mon Apr 16 20:02:26 +0000 2018,en,London ,"Tottenham, London, United Kingdom",EmilyGranozio,Beautiful dress Jen ??? https://t.co/t3PdJNNg2U,1523908946580,,487622705.0,Haringey
1.0,Mon Apr 16 20:02:32 +0000 2018,en,Paris,"51.5204349, -0.0723068",machomanjunn,Think I'm having a little #londoncoffeefestival withdrawal. Take me back! @ The London Coffee https://t.co/Gix82OgVk2,1523908952406,,581384246.0,Tower Hamlets
1.0,Mon Apr 16 20:02:32 +0000 2018,en,Streatham ,"Lambeth, London, United Kingdom",LucyOates1,Mondays arent so bad when they end with an advance screening of On Chesil Beach. #workperks https://t.co/pj1WrKcRga,1523908952771,,425410868.0,Lambeth
1.0,Mon Apr 16 20:02:33 +0000 2018,en,London,"Brent, London, United Kingdom",hassi99,My PM sending shots ? https://t.co/qZVRuv6RtN,1523908953297,,227814465.0,Brent
1.0,Mon Apr 16 20:02:33 +0000 2018,und,Gym,"Lambeth, London, United Kingdom",imalwaysjuiced,@93emann ??? https://t.co/fUj6y1UqhR,1523908953709,,200591554.0,Lambeth
5.0,Mon Apr 16 20:02:34 +0000 2018,en,surrey uk,"51.5256615, -0.0830975",IanKushcuisine,#dancing #shiftlessshuffle #jazzdancer #lovejazzmusic #crackersradio #happyface @ Trapeze Bar https://t.co/iCh1QFBRNK,1523908954069,,460331439.0,Hackney
1.0,Mon Apr 16 20:02:36 +0000 2018,en,"London, England","Wandsworth, London, United Kingdom",gaylene_g,@DavidLammy summons the fire of the ancestors BBC News - David Lammy lambastes government over Windrush deportations https://t.co/ReOrgaasFs,1523908956492,,80713120.0,Wandsworth
1.0,Mon Apr 16 20:02:42 +0000 2018,en,"London, England","Camberwell, London, United Kingdom",DArtoYolo,@Deliveroo How do I rate a restaurant after an order? I've looked everywhere and looked into the faq etc. Help. I'm on android. Thanks,1523908962116,,8.246703836222792e+17,Southwark
1.0,Mon Apr 16 20:02:43 +0000 2018,en,"London, England","Hillingdon, London, United Kingdom",ballyenigma,Catch us this Sat! #royalfamily #queensbirthday https://t.co/TGC7WTQztP,1523908963471,,2184949715.0,Hillingdon
1.0,Mon Apr 16 20:02:47 +0000 2018,en,,"City of London, London, United Kingdom",Saraedavies,@premierinn do me a favour and train your staff in Blackfriars to deal with customers... complaining in front of th https://t.co/26yHWh0EEn,1523908967502,,50025170.0,City of London
1.0,Mon Apr 16 20:02:48 +0000 2018,en,www.mixcloud.com/djneild,"51.47073455, -0.06750047",djneild,#inthemix preloadedparties @nearandfarbar @peckhamlevels #funk #soul #disco #house @ Peckham Levels https://t.co/JBkdrBpQD0,1523908968342,,29058145.0,Southwark
1.0,Mon Apr 16 20:02:50 +0000 2018,en,"East, London","Hackney, London, United Kingdom",eastside_cu,"Eastside has kicked off with a beautiful sound of praise &amp; worship ! Join us live 
on periscope for more! https://t.co/PD5O01rg8L",1523908970611,,4875130869.0,Hackney
20.0,Mon Apr 16 20:02:50 +0000 2018,en,,"Croydon, London, United Kingdom",theconnect25,"Having an amazing time at C25. See Miss @CeeCee_Singer1 give her first exhortation!!!! A 

C25 pride it's self on r https://t.co/btR7BBOuqm",1523908970999,,8.870083381810668e+17,Croydon
1.0,Mon Apr 16 20:03:00 +0000 2018,en,London / Newcastle,"Islington, London, United Kingdom",moyroberts,@ThommyCoombes This is the best!!!,1523908980129,,251783773.0,Islington
7.0,Mon Apr 16 20:03:01 +0000 2018,en,"London, England","Camden Town, London, United Kingdom",RWiSblog,Evolutionary psychologists and gender difference researchers please note https://t.co/A8MbKyEU3g,1523908981927,,3214353536.0,Camden
11.0,Mon Apr 16 20:03:06 +0000 2018,en,North London ,"Barnet, London, United Kingdom",NorthLondonHour,"Running late ?????
Feel free to kick off #northlondonhour https://t.co/mRKHhCY6FG",1523908986475,,4688409222.0,Barnet
6.0,Mon Apr 16 20:03:10 +0000 2018,en,Walthamstow E17,"Walthamstow, London, United Kingdom",Tull1908,GK's tweeting saves and giving it 'if you're not a gk I don't think you can fully appreciate it' ffs. We can all ap https://t.co/Chk6NS1mD4,1523908990321,,1370285437.0,Waltham Forest
1.0,Mon Apr 16 20:03:25 +0000 2018,en,"London, England","Barnet, London, United Kingdom",dapolashes,What Happened to my club https://t.co/4zNP9yWRbz,1523909005589,,245527991.0,Barnet
2.0,Mon Apr 16 20:03:26 +0000 2018,en,,"Bexley, London, United Kingdom",laceygodden,Annual photo before he leaves again???? https://t.co/QmYK42tuME,1523909006135,,2319488972.0,Bexley
1.0,Mon Apr 16 20:03:26 +0000 2018,en,Exeter,"Paddington, London, United Kingdom",WalkingLisa,@lucysiegle @ViridorUK @BBCTheOneShow @sascampaigns @ChrisGPackham Thanks Lucy. Viridor is looking forward to helpi https://t.co/hjiu6Q4XDU,1523909006617,,1009411262.0,Westminster
3.0,Mon Apr 16 20:03:28 +0000 2018,en,"London, England","Ilford, London, United Kingdom",DavidKimaita,These sort of days I look forward to sleeping,1523909008595,,271310374.0,Redbridge
1.0,Mon Apr 16 20:03:30 +0000 2018,en,Barbados,"Camden Town, London, United Kingdom",Danziee_xo,Wait wait wait.....what? https://t.co/jYo3wT3crO,1523909010327,,276127295.0,Camden
2.0,Mon Apr 16 20:03:33 +0000 2018,und,"london, europe, the world","Merton, London, United Kingdom",taf_tweets,@mimsque @LucyGoesDating @mushroominator  https://t.co/mYFSqd8MrF,1523909013435,,88669385.0,Merton
3.0,Mon Apr 16 20:03:36 +0000 2018,en,"Windsor, UK","51.5227, -0.125",SignatureDowell,Huge congratulations to the entire team theprincipallondon on their first day of business!!! https://t.co/CLfaldD0a9,1523909016386,,8.008229891472794e+17,Camden
11.0,Mon Apr 16 20:03:36 +0000 2018,en,"London, England","Harrow, London, United Kingdom",rekha181,@GardensHour Evening #GardensHour ??,1523909016851,,2914295109.0,Harrow
2.0,Mon Apr 16 20:03:40 +0000 2018,en,London,"Camden Town, London, United Kingdom",DrunkRes,@welshmike I think theyre totally different photos. Before and after.,1523909020932,,582074914.0,Camden
1.0,Mon Apr 16 20:03:42 +0000 2018,en,"London, England","East Ham, London, United Kingdom",LondonFaiths,Amber Rudd pledges action to resolve status of Windrush citizens https://t.co/Q9BgXctleV,1523909022882,,550929492.0,Newham
1.0,Mon Apr 16 20:03:43 +0000 2018,en,"London, England","51.5126475, -0.1339089",AntoniaDoux,"With them pretty ass twins you look like Beyoncé ?? @pialaraa 




#soho #adultshop #london https://t.co/gcGh7u2oXs",1523909023587,,350875457.0,Westminster
2.0,Mon Apr 16 20:03:45 +0000 2018,en,,"Kingston upon Thames, London, United Kingdom",mxnxn88,"While the rest of yalls beloved hook-it-to-my-veins Barclays serves up another evening of tepid crud, bask in the https://t.co/ZHCPDjrafe",1523909025662,,30313334.0,Kingston upon Thames
1.0,Mon Apr 16 20:03:47 +0000 2018,en,,"Biggin Hill, London, United Kingdom",TillyBayXx,Why is this so relevant right now https://t.co/T6UtEyFIBw,1523909027514,,847028437.0,Bromley
2.0,Mon Apr 16 20:03:54 +0000 2018,en,"London, England","Islington, London, United Kingdom",PoleroidTheatre,?? we love this #PlasticPlay #parentsrule https://t.co/71Y8ITDWWK,1523909034392,,366854099.0,Islington
14.0,Mon Apr 16 20:03:57 +0000 2018,en,London,"City of London, London, United Kingdom",thelondonblog,@GWRHelp @agentblythe This is a breach of the National Rail Conditions of Travel 2016. Refunds will be processed wi https://t.co/mBFKIt0f6p,1523909037824,,131996281.0,City of London
1.0,Mon Apr 16 20:04:02 +0000 2018,en,London,"Camberwell, London, United Kingdom",cityalan,@MarkOneinFour You are too generous by far Mark. It's a lovely quality. I think you perhaps find it hard to imagine https://t.co/QmZAq4ulOg,1523909042803,,44897971.0,Southwark
1.0,Mon Apr 16 20:04:06 +0000 2018,en,"Clapham, England","Wandsworth, London, United Kingdom",tigertimmyb,Looking forward to the day Snapchat filters finally die off.,1523909046001,,265999421.0,Wandsworth
1.0,Mon Apr 16 20:04:13 +0000 2018,en,Brick Lane,"Lambeth, London, United Kingdom",davejphendy,God this makes for grim reading https://t.co/TTl3KA1FZw,1523909053605,,247065818.0,Lambeth
2.0,Mon Apr 16 20:04:16 +0000 2018,en,GT1,"Brent, London, United Kingdom",blue_nose_amy,I was confused enough by our goal on Saturday. Fuck this shit off right now! https://t.co/5ABnccWfI2,1523909056754,,54951230.0,Brent
1.0,Mon Apr 16 20:04:25 +0000 2018,en,London & surrounding area,"Ilford, London, United Kingdom",KiethHughes,"@prodnose Well here we go Barking &amp; Dagenham.....Billy Bragg, Elizabeth Fry, Jason Leonard, Vera Lynn, Dudley Moore https://t.co/xvum11jcen",1523909065522,,86154250.0,Redbridge
1.0,Mon Apr 16 20:04:26 +0000 2018,en,North London,"Enfield, London, United Kingdom",KatyDujardin,Back to work tomorrow in #London having a week away in #sheffield office and a lovely three day weekend in the https://t.co/L8a5KKaUOu,1523909066292,,407693015.0,Enfield
1.0,Mon Apr 16 20:04:26 +0000 2018,en,"London, England","Hammersmith, London, United Kingdom",jacobbeechamm,"Them: Dont be so extra 

Me: ...  

#Beychella https://t.co/kgDiA5GVTS",1523909066270,,267902678.0,Hammersmith and Fulham
1.0,Mon Apr 16 20:04:36 +0000 2018,en,"London, England","51.50711486, -0.12731805",ismailthegrate,"On this #Monday before we lift them weights, the risen eyebrow up there ?? is my embodiment of https://t.co/5QcpApkgBT",1523909076236,,9.479024571867832e+17,Westminster
1.0,Mon Apr 16 20:04:41 +0000 2018,en,"London, England","Walthamstow, London, United Kingdom",Chrissyboo_S,@DrRTKendall My biggest fear is missing out on God's plan for my life,1523909081817,,433692364.0,Waltham Forest
1.0,Mon Apr 16 20:04:42 +0000 2018,en,London ,"Camberwell, London, United Kingdom",terrylucy,@EAHelp Hey guys. Spent a fair amount of Money on Micro Machines and always struggle to get a game/lose gems often https://t.co/Xvw00uqBeE,1523909082253,,1863686048.0,Southwark
1.0,Mon Apr 16 20:04:42 +0000 2018,en,Notting Hill,"Paddington, London, United Kingdom",James_v_S,"This is some @ComfortablySmug level trolling...
RT [?] Kendrick Lamar just won a Pulitzer by rapping some of the mo https://t.co/1pQNeIghlR",1523909082818,,6256592.0,Westminster
2.0,Mon Apr 16 20:04:44 +0000 2018,pt,"London, England","Romford, London, United Kingdom",05h23,"@Pedrao2053 Mano já deu de mentira, você me ama",1523909084389,,8.823913702746767e+17,Havering
2.0,Mon Apr 16 20:04:45 +0000 2018,en,"London, England","Lambeth, London, United Kingdom",PommyT87,"has managed to rest all day.

Swelling is down as a result!

Still wanting the chop!

#BoredOfBeingDisabled",1523909085885,,162773258.0,Lambeth
1.0,Mon Apr 16 20:04:46 +0000 2018,en,The World is our Field!,"51.50711486, -0.12731805",goyebeemers,Dream about the world sweet one... Around the World With Matt and Lizzy is the perfect dream https://t.co/CzO97nCwWx,1523909086225,,20908303.0,Westminster
3.0,Mon Apr 16 20:04:48 +0000 2018,en,Portsmouth,"London Stadium - West Ham United FC, United Kingdom",TheChief657,Box office said there was 50 tickets left for tonight. Guess East London has the same problem with invisible snow that Arsenal keep having,1523909088230,,265331892.0,Newham
3.0,Mon Apr 16 20:04:48 +0000 2018,en,London,"Barnet, London, United Kingdom",JamieQPR,Dear if fucking dear https://t.co/bSRBLQZpAe,1523909088800,,20373306.0,Barnet
1.0,Mon Apr 16 20:04:56 +0000 2018,en,W9,"Waitrose Cookery School Finchley Road, United Kingdom",ollieramsey,Sort it out @waitrose . Stop trying to make your food look more swanky with #PointlessPlastic . Im sure your preci https://t.co/vklYyUfwn2,1523909096371,,256900244.0,Camden
1.0,Mon Apr 16 20:05:01 +0000 2018,en,"London, England","51.51040681, -0.1390323",xxEmKirstinexx,?Burberry bubbles with my girls?? #plrg #poorlittlerichgirl #london #londonlife #londonblogger https://t.co/hNlqQT4Tez,1523909101258,,41013257.0,Westminster
1.0,Mon Apr 16 20:05:02 +0000 2018,en,"London, England","City of London, London, United Kingdom",SekfordeDrinks,We're winding down after a lovely evening providing Sekforde gin mixers served soft to support the new book launch https://t.co/kt5YNP8761,1523909102716,,7.433879883028972e+17,City of London
1.0,Mon Apr 16 20:05:04 +0000 2018,en,,"Islington, London, United Kingdom",astrid_tove,I cant believe Im gonna see @Broadside_ in 41 days,1523909104833,,73698754.0,Islington
1.0,Mon Apr 16 20:05:04 +0000 2018,en,"London, England","The Emirates Stadium, United Kingdom",soccersteve,FA Youth Cup semi-final @Arsenal v @BlackpoolFC https://t.co/NCSZAhYPxc,1523909104376,,39748379.0,Islington
1.0,Mon Apr 16 20:05:05 +0000 2018,en,London & LA,"51.50711486, -0.12731805",Russ_UDOX,Do NOT use UPS.  They are the worst logistics company I have ever https://t.co/G84FHDgqiK,1523909105562,,46174359.0,Westminster
1.0,Mon Apr 16 20:05:13 +0000 2018,en,London,"Harrow, London, United Kingdom",OmiSido,"Subdomains vs Subdirectories? - https://t.co/0nBFmGbeI6

The conversation continues ?

#seo #technicalseo https://t.co/H8W6X9AaCi",1523909113646,,123224344.0,Harrow
1.0,Mon Apr 16 20:05:13 +0000 2018,es,"London, England","Tottenham, London, Reino Unido",problematixcx,@irekoren Mira t sigo en ig d hace siglos y t acabo d encontrar en tw https://t.co/JxMZoYyEKU,1523909113726,,3646619727.0,Haringey
1.0,Mon Apr 16 20:05:14 +0000 2018,en,,"Camden Town, London, United Kingdom",Bart_Edwards,Thank you to @CANNESERIES for shining a light on State of Happiness and looking after us so wonderfully. It was a b https://t.co/bu9wmPjE7e,1523909114041,,239993372.0,Camden
1.0,Mon Apr 16 20:05:18 +0000 2018,fr,"Lewisham, London","Lewisham, London, Royaume-Uni",Anannou_,"Je demande à mes parents sils veulent que je leur ramène un truc de londres, ma mère me répond « non ». Et une heu https://t.co/xDH72xLNUM",1523909118780,,904108039.0,Lewisham
1.0,Mon Apr 16 20:05:19 +0000 2018,und,ISLINGTON . LDN,"Islington, London, United Kingdom",WardTaylor,@seanhannity  https://t.co/D8tPFKH9KG,1523909119167,,19924308.0,Islington
1.0,Mon Apr 16 20:05:22 +0000 2018,en,wonderland,"51.5030825, -0.1106815",itslaurenrooney,aaaye look like Im going for a swim ? @ Tonight Josephine https://t.co/2N84bFFMbw,1523909122856,,44724812.0,Lambeth
1.0,Mon Apr 16 20:05:23 +0000 2018,en,"Hackney, London","Hackney, London, United Kingdom",JaySilver_,Whos interested in swapping their Wireless Sunday and money for a Wireless Weekend Ticket,1523909123070,,368589092.0,Hackney
1.0,Mon Apr 16 20:05:28 +0000 2018,en,,"Lambeth, London, United Kingdom",sarahelenelson,Sir David Attenborough &amp; the Queen talking about #trees and #nature - marvellous ? #CHOGM2018,1523909128975,,4332773176.0,Lambeth
1.0,Mon Apr 16 20:05:32 +0000 2018,en,"London, England","Camberwell, London, United Kingdom",fede_conty,We will!!! https://t.co/0ArbbcfyQg,1523909132947,,130848427.0,Southwark
1.0,Mon Apr 16 20:05:33 +0000 2018,en,N 51°33' 0'' / W 0°7' 0'',"Camden Town, London, United Kingdom",BBBlood,@idwalfisher Yeah I think I'd rather they reissue a Shawoddywoddy record or something. That link is the apex of dull,1523909133686,,20047342.0,Camden
1.0,Mon Apr 16 20:05:34 +0000 2018,en,London,"Poplar, London, United Kingdom",SaritaSabharwal,"@Iamchitra10 @DilSeRadio @RupiBal @ShinnySheena @MTVBeats @mrsindiauk @ColorsTV Thanks Chitra, congratulations on y https://t.co/Bb7co7s3zq",1523909134513,,618285651.0,Tower Hamlets
3.0,Mon Apr 16 20:05:36 +0000 2018,und,"London, England","Enfield, London, United Kingdom",amydolenahill,??? https://t.co/KM20BbjnFW,1523909136597,,138160794.0,Enfield
5.0,Mon Apr 16 20:05:38 +0000 2018,en,"London, UK","Islington, London, United Kingdom",florentinasofia,@niamhxrymill hes legit ruined my whole life I WANT JAMES CHARLES DEAD,1523909138539,,546478740.0,Islington
3.0,Mon Apr 16 20:05:38 +0000 2018,en,London,"East Ham, London, United Kingdom",emmasxph,Dying at how much I love them https://t.co/QPGBa6oj6w,1523909138878,,31466290.0,Newham
1.0,Mon Apr 16 20:05:40 +0000 2018,it,London ,"Kensington, London, Regno Unito",AlbertoMacciani,@igorghigo Forse il suo album più bello di sempre.,1523909140487,,621269962.0,Kensington and Chelsea
1.0,Mon Apr 16 20:05:41 +0000 2018,en,London Borough of Brent,"51.56611111, -0.27388889",CllrButt,"Feeling knackered but it's worth it for the people of Brent 

#labourdoorstep #3rdmay2018 @ https://t.co/bytPFbWAhY",1523909141838,,15084704.0,Brent
1.0,Mon Apr 16 20:05:46 +0000 2018,en,London,"51.50711486, -0.12731805",Naomi_K,I wish I was one of those people who remembered what was in each dish. Im not. Thats a salad https://t.co/aUYxoUTH58,1523909146894,,24289513.0,Westminster
1.0,Mon Apr 16 20:05:56 +0000 2018,en,,"Islington, London, United Kingdom",LinziBird,"@itvcorrie whats with the continuity tonight thick snow, bright sunshine and Roy going to bed when its still ligh https://t.co/hQPMX9o9qL",1523909156980,,29709324.0,Islington
1.0,Mon Apr 16 20:05:58 +0000 2018,en,"Londres, Inglaterra","51.50711486, -0.12731805",yenuec,TODAY IS THE DAY ?????? ??quote from  @VBEmporium #womenquotes #quotestag #womanquotes #girlboss https://t.co/SUEgf369Wc,1523909158121,,183502428.0,Westminster
4.0,Mon Apr 16 20:05:59 +0000 2018,ar,"London, England","Paddington, London, United Kingdom",ShaikAlSaedy,"@nazzalmaki ???? ???? ?? ????? ?? ???????? ??????? ? ??? ????? ??? ???? ?
????? ????? ????? ?? ?????? ?????? .",1523909159448,,608582804.0,Westminster
1.0,Mon Apr 16 20:06:00 +0000 2018,en,,"51.50711486, -0.12731805",prawiezx,"? #london #uk #londoneye @ London, United Kingdom https://t.co/iY5c0Tj4PO",1523909160407,,2290884109.0,Westminster
2.0,Mon Apr 16 20:06:01 +0000 2018,en,"Forest Hill, London","Lewisham, London, United Kingdom",AllInnOne1,@FHGinClub @jerkoffBBQ @CatfordFoodMkt @TeamCatford @LewishamLicks @lewishamlocal @streetfoodmkts @GinFund https://t.co/BIZuiLBqhN,1523909161411,,835230403.0,Lewisham
1.0,Mon Apr 16 20:06:06 +0000 2018,en,"United Kingdom, Pakistan","Hounslow, London, United Kingdom",AbdulrahmanCaan,@StephenBottrill @georgegalloway Because there is no Golan heights where Israel wants full hold more gas resource https://t.co/3DVqL03m6X,1523909166378,,245627852.0,Hounslow
1.0,Mon Apr 16 20:06:11 +0000 2018,en,"Los Angeles, CA","51.50711486, -0.12731805",ivaanviilchez,"??? en London, United Kingdom https://t.co/DX6vSyXNeg",1523909171816,,337241241.0,Westminster
1.0,Mon Apr 16 20:06:13 +0000 2018,en,Billericay Essex,"51.53195614, -0.04261494",TripleTMedia1,"Here Comes the Groom stepping on a beautiful seamless dance floor. 

#theemmys18 

Event https://t.co/GJ0W7W94yk",1523909173719,,585499851.0,Tower Hamlets
1.0,Mon Apr 16 20:06:28 +0000 2018,tr,"London, England","Eltham, London, United Kingdom",tayamika_p,@joshuaphiri1 @SilvanosVhitori @ProfJNMoyo @matigary @RMajongwe @Letty_Mabhena @CharityMaodza ????kanti how far,1523909188393,,2644654312.0,Greenwich
1.0,Mon Apr 16 20:06:28 +0000 2018,es,"PALENCIA, ESPAÑA","City of London, London, Reino Unido",MiguelAzpeleta,VIVA LA MADRE QUE TE PARIO Y VIVA LA FERIA TAURINA!! ???? https://t.co/ryEiDc7Iyu,1523909188884,,348023266.0,City of London
1.0,Mon Apr 16 20:06:33 +0000 2018,en,,"Barnet, London, United Kingdom",RJ_Lennon,@lew_blackburn @JRCooper26 With some luck you might sneak 23rd spot. I would say you're just consistently rubbish a https://t.co/j6HA6a4sLs,1523909193086,,606596218.0,Barnet
1.0,Mon Apr 16 20:06:35 +0000 2018,en,Twickenham & occasionally IOW,"Richmond, London, United Kingdom",GoddardOrGoHome,These two are just the best.  #TheQueensGreenPlanet,1523909195367,,143958614.0,Richmond upon Thames
1.0,Mon Apr 16 20:06:35 +0000 2018,en,"Blackburn, England","Poplar, London, United Kingdom",Kate_HollernMP,"The #windrush generation have a powerful advocate in @DavidLammy.

Sign our petition below and join in demanding ju https://t.co/ZwFl1xVz3W",1523909195642,,191074455.0,Tower Hamlets
5.0,Mon Apr 16 20:06:36 +0000 2018,ar,Kuwait,"Camden Town, London, United Kingdom",A_AlQaseer7,?????? ???? ??? ???? ???????? https://t.co/4bG5CembGl,1523909196090,,707815055.0,Camden
1.0,Mon Apr 16 20:06:38 +0000 2018,en,"London, innit","Wandsworth, London, United Kingdom",uqbar2,"Am fairly convinced it isnt Russia, or Cambridge Analytica, or even @realDonaldTrump thats the real problem. Its https://t.co/33Oad8HJ17",1523909198522,,213280803.0,Wandsworth
1.0,Mon Apr 16 20:06:40 +0000 2018,en,"London, England","Hammersmith, London, United Kingdom",twentyminutevc,@sethbannon @zalzally @a16z @refactor @davidlee Thanks so much for this Seth and so appreciate the support! Was ama https://t.co/dynMMPy0J0,1523909200725,,2957234555.0,Hammersmith and Fulham
1.0,Mon Apr 16 20:06:42 +0000 2018,en,,"Tottenham, London, United Kingdom",neilblackwood,"@Baddiel This is not a meme, this is the product of someone with a barely basic grasp of Microsoft Paint - they als https://t.co/qgxIhOelV4",1523909202988,,19079406.0,Haringey
4.0,Mon Apr 16 20:06:46 +0000 2018,en,London - SE8,"Greenwich, London, United Kingdom",Garrardinho,Just went out on question 3 of HQ. And it was a question about Abba. Feel a bit ashamed.,1523909206216,,37737278.0,Greenwich
1.0,Mon Apr 16 20:06:50 +0000 2018,en,Bed and London,"Lewisham, London, United Kingdom",harriet_isobel,Currently watching the most stereotypically British programme I could ever watch.  #QueensGreenPlanet,1523909210968,,41194770.0,Lewisham
1.0,Mon Apr 16 20:06:52 +0000 2018,ca,"London, England","51.50777778, -0.09916667",anniie_____,carriemaeweems @ Tate Modern https://t.co/ZdovVlowhV,1523909212646,,3987755482.0,Southwark
1.0,Mon Apr 16 20:06:56 +0000 2018,en,"London, England","Kensington, London, United Kingdom",joymorrissey,@RamiRanger gets a special thank you from Chancellor @PhilipHammondUK tonight for Chairing an excellent https://t.co/26ZGysxxzv,1523909216457,,536479831.0,Kensington and Chelsea
1.0,Mon Apr 16 20:07:03 +0000 2018,en,"London, England","Hounslow, London, United Kingdom",JordanH_Music,Opening Night of #LCMUrinetown is now sold out! Make sure you book your tickets as there going quick! 10 nights til https://t.co/yQToKKMV1V,1523909223322,,4015840222.0,Hounslow
1.0,Mon Apr 16 20:07:04 +0000 2018,en,,"Croydon, London, United Kingdom",mattyboykop,@BulelaniNozigqw @Hayd_16 @SaadSaudK @GeniusFootball ??? Arsenal never won the European Cup (i.e. the former versio https://t.co/qIFCSg6VjZ,1523909224673,,21993707.0,Croydon
1.0,Mon Apr 16 20:07:04 +0000 2018,en,East London,"Islington, London, United Kingdom",joonian,I remember a story we did at @Coindesk about this... https://t.co/rTZkPxrzwd,1523909224754,,4828981.0,Islington
5.0,Mon Apr 16 20:07:05 +0000 2018,en,London,"Ilford, London, United Kingdom",jacquitaylorfb,@shirleman @ladyleet @helenaedelson @holdenkarau @gwenshap @nehanarkhede @MissAmyTobey @robynbergeron @datachick https://t.co/bVsqGwuxiS,1523909225446,,120789095.0,Redbridge
1.0,Mon Apr 16 20:07:06 +0000 2018,en,the moon,"Hackney, London, United Kingdom",itsmegman,@laundryheap We requested a £20 service. The washed clothes we got back werent even all folded... what is included https://t.co/mvspdBw7rF,1523909226693,,27512585.0,Hackney
1.0,Mon Apr 16 20:07:07 +0000 2018,en,London,"Sutton, London, United Kingdom",claireleonePR,#vote for my dad - Tim Foster #LocalElections2018 #Sutton #Independent  https://t.co/eg5XkXRwmK,1523909227561,,45163021.0,Sutton
1.0,Mon Apr 16 20:07:09 +0000 2018,en,"London, England","Sutton, London, United Kingdom",RobertSSmith66,@Shaun_XL5 @Jbeardmore @Hydor18 Ha. Great minds think alike. Thats exactly the first thing that came to my mind!,1523909229336,,296799202.0,Sutton
1.0,Mon Apr 16 20:07:22 +0000 2018,en,Kent,"51.3711009, 0.0894002",allshapescake,Loved making this #kfc cake for a #kfclover #kfccake #junkfoodcake #chickencake #21stcake https://t.co/MbLdgMfJYr,1523909242083,,411547224.0,Bromley
